word,atom_id,embedding_score,a1_cosine,a1_margin,a1_l2,top2_atom,focus_rate
search,COG.learn,0.3685,0.882405,0.02094,4.988798,COG.know,0.3774
specify,SOC.individual,0.4616,0.86703,0.020901,6.855592,PRP.single,0.9774
breakage,ACT.destroy,0.424,0.927999,0.020835,6.005498,CHG.decay,0.8016
black,ELM.darkness,0.5068,0.921079,0.020604,6.122454,PRP.dark,0.4661
junk,ECO.waste,0.4713,0.942709,0.020589,7.426562,SOC.obstruct,0.7267
scraggy,PRP.rough,0.4887,0.913324,0.020579,10.931715,PRP.shallow,0.5753
leave,ACT.leave,0.54,0.907613,0.020383,5.348615,ECO.buy,0.303
create,ACT.make,0.4433,0.876719,0.020334,13.566519,ACT.build,0.5778
gust,ELM.wind,0.4541,0.884101,0.020272,5.301686,PRP.wet,0.7118
adopt,BEI.parent,0.3963,0.803868,0.020129,15.737492,COM.cooperate,0.4034
purport,COG.intention,0.3966,0.905876,0.019934,7.474026,EMO.hope,0.6785
identical,REL.same,0.4648,0.850318,0.019611,14.927278,SOC.family,0.5164
new,PRP.new,0.4997,0.820779,0.019585,8.711585,ACT.create,0.6382
injury,STA.wound,0.7139,0.954293,0.01956,6.292831,STA.illness,0.5959
altercate,COM.conflict,0.5507,0.705443,0.019541,8.110793,STA.war,0.553
exact,VAL.correct,0.5431,0.906884,0.019531,4.140116,FND.history,0.4025
rest,SOC.sleep,0.5401,0.907457,0.019461,9.404451,SOC.rest,0.6426
rump,ACT.sit,0.5683,0.938619,0.01939,5.117777,BOD.eye,0.582
dissonance,COM.conflict,0.6899,0.767764,0.019297,7.251907,STA.war,0.5106
know,COG.remember,0.5251,0.947689,0.019158,8.812381,FND.memory,0.627
contrive,COG.intention,0.5132,0.91452,0.018954,5.740036,FND.mind,0.6603
permissive waste,ECO.waste,0.3325,0.814578,0.018939,7.629184,PRP.murky,0.8949
virtue,VAL.good,0.9035,0.935731,0.018818,8.005108,WLD.nonscience,0.5214
quick,PRP.fast,0.3538,0.937479,0.018776,4.0381,PRP.hot,0.3277
free,ABS.release,0.6473,0.905378,0.018706,9.084627,EMO.forgiveness,0.4426
formation,ACT.make,0.4447,0.844731,0.018682,12.325522,ACT.build,0.4921
fall,ECO.loss,0.376,0.919425,0.018682,5.695408,STA.poverty,0.525
reek,PER.stench,0.3067,0.971393,0.018626,4.845276,PRP.dirty,0.6116
set about,CHG.begin,0.494,0.840993,0.018591,9.452893,PRP.new,0.5075
curative,STA.healing,0.4949,0.935798,0.018561,6.162966,EXS.vitality,0.4935
religious,VAL.sacred,0.6819,0.890457,0.018438,9.901373,WLD.religion,0.608
build,ACT.build,0.5053,0.783498,0.018327,15.224884,CHG.advance,0.4201
becalm,ACT.calm,0.3783,0.927852,0.018281,6.215755,EMO.manifest,0.361
wicked,VAL.evil,0.5178,0.97489,0.018229,4.7361,EMO.shame,0.5951
formal,FND.logic,0.4567,0.77946,0.018192,9.924892,PRP.multiple,0.4816
fresh,PRP.new,0.4306,0.898386,0.01803,7.185152,TIM.appear,0.4838
dissension,COM.conflict,0.6899,0.689491,0.017932,11.90244,STA.war,0.5791
wealth,STA.wealth,0.7072,0.91756,0.017893,6.224165,BOD.mouth,0.5722
block,SOC.obstruct,0.4882,0.923112,0.017834,5.625183,ABS.bound,0.5149
tree,NAT.tree,0.5335,0.921073,0.017813,5.560093,BEI.plant,0.9054
interrogation,COM.question,0.5949,0.757114,0.017812,8.196149,FND.information,0.546
stunner,VAL.beauty,0.4716,0.925817,0.017756,8.47865,MAT.bare_hand,0.5569
look,BOD.face,0.7037,0.940007,0.017747,5.993471,MAT.clothing,0.6766
awareness,COG.know,0.496,0.953463,0.017745,3.970022,FND.consciousness,0.383
unaffected,PER.untouched,0.3324,0.953965,0.017716,7.201345,PER.soundless,0.6434
current of air,ELM.wind,0.5565,0.87841,0.01771,8.753227,BEI.plant,0.6673
introduce,CHG.begin,0.4293,0.766534,0.017702,11.475979,PRP.new,0.6886
smasher,VAL.beauty,0.4716,0.945865,0.017668,8.557152,STA.wealth,0.5242
discombobulation,COG.confusion,0.4015,0.927412,0.017451,4.51656,WLD.unskilled,0.9002
numberless,FND.numberless,0.4389,0.807513,0.017385,8.129214,PRP.clear,0.8001
haemorrhage,STA.wound,0.4041,0.939746,0.017346,6.860495,STA.pain,0.5481
uncultured,WLD.uncultured,0.532,0.970405,0.017346,2.662472,ABS.foolish,0.6778
youngster,BEI.child,0.4111,0.930474,0.017247,9.785086,PRP.young,0.515
fear,EMO.fear,0.5932,0.951347,0.017136,5.300908,EMO.anger,0.5552
difference,ABS.other,0.373,0.930893,0.017122,7.535901,EMO.forgiveness,0.5427
practice,COM.practice,0.7342,0.826325,0.016964,15.503088,ABS.exempt,0.44
fracture,STA.wound,0.5546,0.841352,0.016903,14.947801,STA.illness,0.3976
find,PER.feel,0.5919,0.896127,0.016828,6.707262,VAL.beauty,0.5103
toy,FND.play,0.5323,0.853771,0.01679,9.355909,WLD.art,0.3602
strike,SOC.attack,0.4148,0.922719,0.016763,6.635001,ECO.loss,0.5282
launch,CHG.begin,0.4789,0.901272,0.016642,6.367024,PRP.new,0.9465
building,ACT.build,0.5096,0.828548,0.01664,13.371503,ACT.make,0.4776
labor,FND.labor,0.5741,0.939126,0.016627,12.671691,COM.practice,0.4852
press,PER.touch,0.3418,0.945395,0.016605,6.12242,BOD.eye,0.5729
crack,CHG.decay,0.4492,0.927872,0.0166,8.861097,ACT.destroy,0.5833
attractiveness,VAL.beauty,0.4777,0.906657,0.016572,9.556845,PER.feel,0.6019
blindness,PER.blind,0.7229,0.955209,0.01654,5.260666,PER.deaf,0.5435
hominid,BEI.human,0.4812,0.774183,0.016408,13.100338,WLD.culture,0.4206
develop,COM.teach,0.3955,0.77752,0.016406,8.026433,SOC.request,0.4856
gain,ECO.earn,0.3925,0.907324,0.016299,5.722707,ACT.obtain,0.8044
novel,PRP.new,0.4553,0.755045,0.016223,19.060962,EXS.being,0.4513
fabrication,ACT.build,0.5945,0.872537,0.016082,6.427205,PRP.part,0.479
bother,STA.pain,0.3086,0.965661,0.016042,5.972633,STA.illness,0.5658
fake,VAL.falsehood,0.6832,0.896927,0.01604,7.257827,VAL.incorrect,0.5885
start,ACT.leave,0.4214,0.873851,0.016029,6.382579,ACT.move,0.372
evilness,VAL.evil,0.6114,0.945139,0.015989,10.102529,EMO.sorrow,0.5385
sleep,SOC.sleep,0.606,0.928734,0.015953,9.543587,ACT.lie_down,0.4817
wastefulness,ECO.waste,0.5996,0.929723,0.015809,10.367398,VAL.ugliness,0.5989
deprivation,STA.poverty,0.7237,0.926191,0.015737,5.678625,SOC.homeless,0.5282
wage,ECO.income,0.4555,0.915716,0.015543,4.573832,ECO.price,0.3544
scratch,STA.wound,0.5063,0.898391,0.015518,9.068857,PRP.dirty,0.5846
debile,PRP.weak,0.6083,0.956162,0.015342,5.678894,PER.blind,0.7231
morning,ELM.morning,0.6333,0.735845,0.015314,14.890971,ELM.night,0.5405
compassion,EMO.compassion,0.7484,0.964404,0.015175,12.870128,EMO.forgiveness,0.4376
flare,ELM.fire,0.3538,0.884949,0.015106,10.426737,PRP.fast,0.6275
religious sect,WLD.religion,0.652,0.807293,0.014994,6.571896,SOC.nation,0.3781
little,PRP.small,0.4588,0.958771,0.014719,7.132739,ACT.sit,0.6173
dividend,ECO.income,0.4158,0.758922,0.01466,13.639413,ECO.pay,0.4566
hazard,STA.danger,0.6252,0.934279,0.014539,4.624932,ECO.loss,0.5543
parent,BEI.parent,0.6166,0.912391,0.014539,8.841303,EMO.love,0.4698
courageousness,EMO.courage,0.508,0.949183,0.014075,5.300575,COG.enlightenment,0.6458
compliment,SOC.praise,0.709,0.918363,0.014063,11.278151,EMO.apology,0.5933
quantify,FND.number,0.5781,0.783049,0.014006,10.383225,FND.history,0.648
soothe,ACT.calm,0.5308,0.932177,0.013886,8.567558,EMO.compassion,0.6644
wake up,SOC.awake,0.4039,0.879681,0.01387,12.627725,SOC.rest,0.4795
sitting,ACT.sit,0.6283,0.948995,0.013706,5.012482,ACT.lie_down,0.5103
simpleness,STA.comfort,0.4217,0.954555,0.013627,4.154842,PER.delicious,0.5492
work up,ACT.build,0.3746,0.873623,0.01357,6.869825,ACT.make,0.547
wake,SOC.awake,0.4039,0.855483,0.013529,7.347711,COM.practice,0.9438
present,ACT.give,0.3282,0.957744,0.01349,9.365252,ECO.buy,0.7653
outside,WLD.outer_realm,0.3952,0.871499,0.013464,5.458938,NAT.sea,0.4986
conceal,COM.secret,0.3871,0.893826,0.013424,5.393128,COG.unlearned,0.3332
dampness,PRP.wet,0.6596,0.881218,0.013352,5.878005,EXS.matter,0.9723
extend,ACT.sit,0.3191,0.902544,0.013344,6.996545,ACT.stand,0.7241
even,ELM.night,0.6517,0.519881,0.013228,8.976076,ELM.morning,0.6001
rest,ACT.sit,0.5472,0.967326,0.01322,4.902208,ACT.go,0.6278
offer,SOC.request,0.4926,0.911684,0.013208,8.292476,EMO.apology,0.5384
ancestral,SOC.family,0.5474,0.889291,0.013141,9.609624,SOC.public,0.5178
excogitation,ACT.create,0.686,0.856322,0.012951,11.604228,PRP.new,0.5878
protection,SOC.defend,0.5871,0.922525,0.012905,9.603805,SPC.inside,0.4321
commonwealth,SOC.nation,0.4879,0.886949,0.012791,10.570089,WLD.realm,0.5628
hurt,STA.pain,0.7596,0.971809,0.012783,5.970508,STA.illness,0.5169
spot,SPC.place,0.4042,0.921726,0.012712,4.471427,SPC.outside,0.7507
compassionateness,EMO.compassion,0.7484,0.953416,0.012677,7.362174,ACT.calm,0.7771
sight,BOD.eye,0.5485,0.934483,0.012554,6.541713,PRP.strong,0.4622
relationship,SOC.family,0.5878,0.863262,0.012525,10.870597,REL.together,0.4689
move around,ACT.go,0.3428,0.83196,0.012383,10.341308,PRP.shallow,0.5736
kip,ACT.lie_down,0.3512,0.96179,0.012279,6.074382,SOC.rest,0.6809
contact,PER.touch,0.5708,0.946633,0.012166,5.583508,BOD.eye,0.6085
emit,ACT.emit,0.5766,0.835211,0.012152,8.608,MAT.tool,0.5755
think,COG.remember,0.548,0.945237,0.012059,4.456238,FND.memory,0.6494
blow,ELM.wind,0.4541,0.890124,0.012043,9.626185,ELM.fire,0.8709
composing,ACT.create,0.4797,0.84211,0.01202,12.874676,COG.intention,0.4905
ascension,ACT.stand,0.3247,0.937455,0.011989,5.476313,BOD.foot,0.8098
vivid,PRP.bright,0.5156,0.947751,0.011978,4.455757,ELM.light,0.7391
decompose,CHG.decay,0.4008,0.849542,0.011977,10.580952,ACT.destroy,0.506
friction,COM.conflict,0.8764,0.804324,0.011955,8.043261,SOC.family,0.4376
feeling,PER.feel,0.6312,0.937804,0.011938,8.276471,STA.comfort,0.6472
menage,SOC.family,0.4049,0.859451,0.011898,5.703717,WLD.realm,0.4364
argufy,COM.conflict,0.5507,0.786401,0.011875,7.318755,EMO.contempt,0.5818
just,VAL.good,0.7435,0.911082,0.011807,6.600001,EMO.respect,0.7604
manifestation,EMO.manifest,0.4445,0.907921,0.011766,4.980259,BEI.human,0.3703
contempt,EMO.contempt,0.5951,0.941667,0.011622,5.660028,EMO.dislike,0.9223
self,FND.consciousness,0.6562,0.909036,0.011509,9.768877,ABS.self,0.5482
external,SPC.outside,0.3579,0.875011,0.011371,6.401394,WLD.outer_realm,0.9705
fabrication,ACT.make,0.5516,0.957418,0.011086,12.212318,ACT.build,0.5228
transmutation,FND.transformation,0.5314,0.811841,0.011042,10.948887,EXS.void,0.6227
data point,FND.information,0.6142,0.843941,0.010951,8.386365,FND.uninformed,0.7481
unawareness,FND.uninformed,0.607,0.945662,0.010946,5.740596,COG.ignorance,0.7781
keep,ABS.responsibility,0.3822,0.921316,0.010912,5.888996,EMO.trust,0.6842
truth,VAL.truth,0.5563,0.856727,0.01088,9.955259,PRP.clear,0.6524
breeze,ELM.wind,0.5269,0.896052,0.010847,4.67425,ELM.water,0.7315
sweet-scented,PER.sweet,0.3474,0.936604,0.010838,10.143139,PER.fragrance,0.5561
pitch,ACT.move,0.463,0.910473,0.010832,7.263568,MAT.tool,0.7982
bum,ACT.sit,0.5683,0.884155,0.010791,6.892869,ACT.stand,0.7146
ravisher,VAL.beauty,0.4716,0.914528,0.010784,10.781322,EMO.manifest,0.4959
nuisance,STA.pain,0.342,0.951589,0.010706,5.230937,STA.illness,0.698
vileness,VAL.ugliness,0.4686,0.932743,0.01064,8.090337,PRP.dark,0.5361
mold,ACT.create,0.4686,0.899547,0.010583,11.288344,CHG.begin,0.4521
invention,ACT.create,0.686,0.881872,0.01045,14.391409,PRP.new,0.456
withdrawal,ECO.withdraw,0.5589,0.923307,0.010344,11.443591,TIM.now,0.5861
hate,EMO.hate,0.5459,0.959805,0.010244,5.370707,EMO.contempt,0.6585
count,FND.number,0.4181,0.884755,0.010239,8.784505,FND.unchanging,0.5621
kill,ACT.destroy,0.5527,0.935757,0.010177,5.534382,STA.danger,0.6686
germ,CHG.grow,0.4289,0.909616,0.010174,13.876806,ACT.make,0.5177
moonshine,ELM.moon,0.4908,0.870113,0.010142,6.623005,NAT.river,0.3793
hurting,STA.pain,0.6901,0.929712,0.010142,9.412556,STA.poverty,0.5025
older,PRP.aged,0.5423,0.930699,0.010112,5.751291,ACT.exit,0.4037
pitch-dark,PRP.dark,0.5661,0.92037,0.010011,6.467342,PER.tasteless,0.5194
cloudy,PRP.murky,0.3673,0.854841,0.009904,5.879478,ELM.darkness,0.4896
make,ACT.build,0.3313,0.896345,0.009902,7.066798,CHG.grow,0.5
information,FND.information,0.5757,0.785336,0.009841,10.515609,VAL.incorrect,0.7536
upright,VAL.good,0.7435,0.956972,0.009834,6.068022,ABS.wise,0.6202
pelvis,BOD.hip,0.4657,0.903063,0.009674,9.04427,ABS.bound,0.4402
jubilant,EMO.joy,0.7187,0.956003,0.009602,5.279143,EMO.hope,0.5266
endangerment,STA.danger,0.6252,0.924656,0.009593,8.851554,ECO.loss,0.5195
dubiousness,EMO.doubt,0.5986,0.945738,0.009584,4.88787,EMO.desire,0.9417
drop down,ACT.fall,0.4578,0.898113,0.009513,7.171026,PER.salty,0.7616
savour,PER.taste,0.7113,0.964609,0.00951,5.329586,BOD.eye,0.5349
teach,COM.teach,0.4986,0.925067,0.009445,5.492802,SOC.request,0.5355
excuse,EMO.apology,0.5354,0.929269,0.009428,6.983947,SOC.praise,0.4635
odourless,PER.odorless,0.622,0.959651,0.009375,6.396747,PRP.clean,0.6485
shaping,ACT.make,0.4447,0.900103,0.009345,15.880142,CHG.grow,0.3884
identification,FND.memory,0.4736,0.769332,0.009336,11.987682,FND.uninformed,0.6427
call up,COG.remember,0.548,0.898945,0.009299,7.721705,COG.learn,0.5344
play,FND.play,0.5789,0.761043,0.009253,6.446798,COM.cooperate,0.6611
climb,ACT.ascend,0.4041,0.956689,0.009252,6.864393,ACT.rise,0.7569
fracture,STA.pain,0.3191,0.946435,0.009236,8.496476,STA.wound,0.4785
condition,STA.illness,0.5938,0.819403,0.009213,11.779064,STA.pain,0.4284
upshot,LOG.effect,0.5024,0.710436,0.00912,8.363096,TIM.past,0.4521
tang,PER.taste,0.6104,0.946626,0.009118,6.878864,MAT.naked,0.4983
organise,ACT.create,0.5568,0.654802,0.009102,14.315694,ACT.make,0.6201
choler,EMO.anger,0.5515,0.939994,0.0091,7.988838,EMO.hate,0.6628
mindless,COG.mindless,0.593,0.896157,0.009046,10.365039,PER.numb,0.5826
pridefulness,EMO.pride,0.587,0.926814,0.009041,5.277411,EMO.doubt,0.6725
hinder,SOC.obstruct,0.3646,0.920176,0.009028,4.912996,SOC.attack,0.3015
infirm,PRP.weak,0.6083,0.941635,0.008996,5.839177,PER.blind,0.7485
dry,PRP.dry,0.5516,0.939451,0.008938,4.762557,PRP.cold,0.902
scorn,EMO.contempt,0.5527,0.976505,0.0089,3.792591,EMO.dislike,0.6534
unchanging,FND.unchanging,0.456,0.889921,0.008897,6.145869,FND.temporality,0.7181
rear,BEI.parent,0.4625,0.884195,0.008864,9.274416,EMO.compassion,0.5315
wakeful,SOC.awake,0.4428,0.934821,0.008864,5.208273,SOC.individual,0.8494
raising,BEI.parent,0.5481,0.873304,0.0088,9.430688,SOC.request,0.4496
laceration,STA.wound,0.5897,0.857687,0.008784,14.460409,WLD.artless,0.4735
animation,EXS.life,0.6096,0.881232,0.008711,6.624898,EXS.being,0.4549
panic,EMO.fear,0.7679,0.886212,0.008702,16.754224,STA.danger,0.4987
bod,EXS.physical_body,0.5838,0.930954,0.008666,6.648423,BOD.eye,0.6103
recollect,COG.remember,0.548,0.956742,0.008644,8.657832,FND.memory,0.5991
hold up,EMO.patience,0.435,0.935282,0.008582,4.408468,COG.instinct,0.575
outside,SPC.outside,0.6228,0.893761,0.008518,6.722229,SOC.village,0.8727
start up,CHG.begin,0.3974,0.780384,0.008486,12.369056,ACT.create,0.6144
honour,EMO.respect,0.5465,0.926926,0.008417,5.702112,ABS.other,0.4881
recall,COG.remember,0.548,0.921914,0.008382,8.915794,FND.memory,0.6994
longanimity,EMO.patience,0.6961,0.942182,0.008344,6.166874,PRP.single,0.6532
tranquillize,ACT.calm,0.5498,0.863293,0.00834,8.219845,EMO.courage,0.5086
stop,CHG.end,0.4939,0.876635,0.008296,11.822557,ABS.responsibility,0.6167
work,FND.labor,0.4904,0.892886,0.008276,13.783135,SOC.work,0.5296
painting,WLD.art,0.5757,0.905894,0.008274,12.006414,PRP.short,0.4904
do,ACT.make,0.3547,0.909293,0.008273,7.31758,ACT.build,0.5046
braveness,EMO.courage,0.508,0.929989,0.008242,6.15598,COG.enlightenment,0.7098
uncounted,FND.numberless,0.4389,0.892832,0.008223,9.268776,FND.timeless,0.5743
regret,EMO.sorrow,0.5127,0.962881,0.008205,4.072306,EMO.shame,0.6054
fear,EMO.anxiety,0.5116,0.944446,0.008201,6.222309,EMO.unhappiness,0.5179
cerebration,FND.mind,0.4803,0.942822,0.00819,4.955684,COG.think,0.6457
removed,PRP.far,0.4962,0.861261,0.008154,6.50803,SPC.direction,0.3072
interfere,SOC.obstruct,0.3468,0.89322,0.008085,6.894148,ELM.wind,0.9431
broad,PRP.wide,0.587,0.949954,0.008005,4.400915,PRP.high,0.3878
bear,ACT.build,0.3063,0.772284,0.007968,7.344214,ELM.earth,0.5066
check,ACT.stop,0.486,0.846987,0.00791,5.608716,CHG.retreat,0.3135
effect,SOC.individual,0.3773,0.814163,0.00789,11.423419,FND.labor,0.6913
outrage,EMO.anger,0.6616,0.945047,0.00786,6.246331,EMO.hate,0.4744
burn,STA.wound,0.36,0.907403,0.007829,11.576465,STA.pain,0.4372
responsibleness,ABS.responsibility,0.5609,0.957894,0.007812,10.167609,EMO.trust,0.5116
settlement,SOC.village,0.6523,0.903092,0.007801,11.997129,SOC.nation,0.4878
ira,EMO.anger,0.4527,0.962554,0.007787,4.410859,EMO.hate,0.4886
sopor,SOC.sleep,0.5786,0.897881,0.00778,6.67683,ECO.income,0.6681
ire,EMO.anger,0.5515,0.961999,0.007747,4.460348,EMO.shame,0.5846
manifest,EMO.manifest,0.4173,0.932683,0.007642,4.000735,EMO.hope,0.6051
dopy,ABS.foolish,0.4376,0.911713,0.007612,6.459694,WLD.uncultured,0.4103
break,STA.wound,0.5546,0.925877,0.007606,9.968827,STA.pain,0.495
wonder,COM.question,0.3962,0.916275,0.007399,6.355647,FND.language,0.5769
call back,COG.remember,0.548,0.901565,0.007385,9.03095,COM.question,0.7065
senior,PRP.aged,0.6434,0.862993,0.007303,10.560989,BEI.female,0.55
suffering,STA.pain,0.7596,0.962727,0.007279,5.559303,SOC.homeless,0.6152
change,FND.transformation,0.4941,0.801154,0.007259,9.754832,CHG.end,0.7033
speculation,COG.think,0.4329,0.882864,0.00724,7.383857,COG.unlearned,0.5828
tool,MAT.tool,0.6905,0.836264,0.007232,10.625983,ACT.emit,0.4934
find out,COG.learn,0.4318,0.919201,0.007183,6.481964,COM.question,0.5605
growth,STA.illness,0.3201,0.929744,0.007169,6.287912,STA.poverty,0.6854
heartache,EMO.sorrow,0.7077,0.92059,0.007121,7.957664,EMO.shame,0.5234
equate,REL.same,0.3641,0.870258,0.007109,6.353897,COM.cooperate,0.9705
incompetent,WLD.unskilled,0.5145,0.862624,0.007018,6.044118,COG.mindless,0.9889
pop off,ACT.leave,0.3246,0.87184,0.006957,12.037607,ACT.exit,0.5085
facial expression,BOD.face,0.7037,0.853194,0.006911,9.851433,STA.wealth,0.5483
repose,ACT.lie_down,0.4057,0.938175,0.006906,8.339499,PER.untouched,0.4951
taxonomic,WLD.science,0.3701,0.726071,0.00689,10.145326,WLD.realm,0.6535
ignition,ELM.fire,0.7017,0.854699,0.006793,15.078971,STA.healing,0.4526
liberty,ABS.release,0.5556,0.868553,0.006757,14.569749,EMO.apology,0.3635
conformation,FND.spatiality,0.4999,0.888134,0.006659,7.881651,PRP.multiple,0.5036
acquire,WLD.technique,0.4032,0.862028,0.006656,5.427747,COG.learn,0.6524
refusal,SOC.refuse,0.6913,0.940065,0.006655,4.008651,SOC.praise,0.5807
untruth,VAL.falsehood,0.6076,0.8988,0.006587,5.594263,COM.speak,0.304
decomposition,CHG.decay,0.6058,0.899584,0.006576,9.833948,ACT.destroy,0.4405
incertitude,EMO.doubt,0.5986,0.92196,0.006575,4.907502,EMO.courage,0.6955
stride,BOD.foot,0.3026,0.922003,0.006552,5.699219,BOD.eye,0.6634
bluntness,PRP.blunt,0.6157,0.888329,0.006508,6.838413,ACT.go,0.9235
appointee,SOC.official,0.5428,0.915558,0.006503,6.527373,SOC.request,0.7932
change,LOG.effect,0.5643,0.709892,0.006496,8.468018,CHG.retreat,0.6159
gooselike,ABS.foolish,0.4376,0.85715,0.006329,6.97222,WLD.uncultured,0.6368
step,BOD.foot,0.6297,0.895398,0.006301,7.381789,PER.touch,0.6599
manufacture,ACT.make,0.4195,0.858478,0.006248,6.881065,ACT.build,0.4281
rise,ACT.stand,0.3711,0.925377,0.00622,9.032718,ACT.lie_down,0.5054
currentness,ECO.currency,0.5066,0.800352,0.006209,7.916252,VAL.beauty,0.8157
goodness,VAL.good,0.8361,0.897587,0.006186,11.734158,EMO.love,0.4166
statement,COM.speak,0.5506,0.88213,0.006082,10.823877,ECO.price,0.6888
ascent,ACT.stand,0.3247,0.964854,0.00608,3.916631,ACT.rise,0.6026
discharge,ABS.release,0.3587,0.958867,0.006053,5.361795,COM.teach,0.5986
obscure,COM.secret,0.6121,0.925299,0.006031,3.781805,FND.uninformed,0.3419
injure,STA.wound,0.6735,0.929942,0.005997,8.798132,STA.pain,0.5289
rue,EMO.sorrow,0.5127,0.959335,0.005996,5.408359,EMO.doubt,0.6997
verbalism,BOD.face,0.4172,0.859225,0.005962,10.544181,ACT.sit,0.2279
initiate,CHG.begin,0.4149,0.850494,0.005954,12.490647,ACT.create,0.5478
pace,BOD.foot,0.4855,0.888647,0.005905,6.686135,SOC.sleep,0.5702
intent,EXS.spirit,0.3294,0.878692,0.005888,10.256938,EMO.apology,0.5379
inner,SPC.inside,0.5211,0.890723,0.005873,5.526979,PRP.whole,0.4035
period,FND.time,0.4404,0.813099,0.005859,9.511098,FND.temporality,0.5263
savorless,PER.tasteless,0.5387,0.97047,0.005823,4.03282,PER.numb,0.6855
hatred,EMO.hate,0.5459,0.9504,0.005776,5.89808,EMO.contempt,0.5681
square,PRP.whole,0.319,0.79544,0.005742,6.978112,SPC.inside,0.3714
propose,SOC.request,0.3844,0.80958,0.005721,6.423796,SOC.praise,0.4148
raise,BEI.parent,0.4625,0.817247,0.005701,12.1424,SOC.request,0.5226
spicy,PRP.hot,0.3388,0.913813,0.005629,8.006961,PRP.sharp,0.5159
dissolution,CHG.end,0.4299,0.721377,0.005563,10.840467,CHG.advance,0.4728
clash,COM.conflict,0.8764,0.950437,0.005539,8.134775,SOC.attack,0.4861
idea,COG.intention,0.3394,0.905386,0.005521,6.223393,FND.mind,0.471
land,TIM.come,0.3029,0.840008,0.00552,5.699609,PRP.possible,0.3729
melt,ACT.dissolve,0.4236,0.934691,0.005444,7.512623,SOC.homeless,0.6809
challenge,PRP.difficult,0.425,0.840406,0.005421,5.310192,ACT.calm,0.3954
persist,CHG.stay,0.3999,0.811487,0.005404,11.5001,COG.instinct,0.5394
taste,PER.delicious,0.733,0.951594,0.005401,7.670131,STA.comfort,0.5073
division,COG.separate,0.6943,0.671724,0.005235,10.898594,WLD.technique,0.5161
sorrow,EMO.sorrow,0.652,0.973277,0.005192,6.663219,EMO.unhappiness,0.6373
